"country","country_code","age","1955","1960","1965","1970","1975","1980","1985","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"China",156,95,1,1.145,0.666,0.907,1.235,1.834,4.134,7.198,11.596,15.167,24.89,38.007,59.275,86.345,116.292,172.679,251.402,339.511,439.525,685.456,1195.088,1429.713,2147.631,3192.099,3715.066,3508.882,4208.656,6123.412,5185.151,5087.828
"China",156,100,0,0.081,0,0.054,0.075,0.103,0.157,0.36,0.672,1.104,1.682,2.685,4.338,7.592,12.759,18.099,27.289,40.782,57.21,77.309,123.426,222.484,291.258,449.509,697.885,876.193,897.909,1075.323,1559.839,1506.202
"Taiwan, Province of China",158,0,637,898.508,983.912,1040.751,1015.086,998.992,1028.213,1002.028,825.373,831.36,781.333,631.229,505.891,527.988,520.248,523.784,521.537,503.977,462.446,424.404,414.96,420.087,426.029,426.343,415.79,396.947,378.337,371.009,372.773,376.73
"Taiwan, Province of China",158,5,514,635.238,885.84,978.521,1044.549,1007.184,948.532,1032.342,985.492,820.767,821.571,784.262,631.75,512.23,536.544,527.086,530.663,528.452,510.933,469.442,431.431,422.003,427.137,433.084,433.408,422.865,404.038,385.44,378.121,379.89
"Taiwan, Province of China",158,10,467,522.502,630.553,893,987.417,1044.286,968.128,948.522,1046.038,977.962,811.538,825.099,784.621,633.605,516.733,540.105,530.683,534.284,532.099,514.6,473.137,435.149,425.733,430.872,436.823,437.156,426.621,407.802,389.218,381.905
"Taiwan, Province of China",158,15,390,467.835,514.147,630.701,904.767,983.895,1013.809,970.209,958.658,1032.476,964.059,814.046,825.842,785.118,633.734,516.903,540.31,530.956,534.597,532.446,514.99,473.58,435.637,426.244,431.394,437.357,437.702,427.185,408.39,389.823
"Taiwan, Province of China",158,20,369,380.166,456.917,486.817,629.384,892.699,954.16,1005.912,941.197,938.806,1010.402,964.238,813.072,824.623,784.059,633.053,516.636,540.108,530.864,534.568,532.48,515.104,473.797,435.945,426.596,431.768,437.755,438.129,427.651,408.898
"Taiwan, Province of China",158,25,338,355.206,371.178,435.655,482.565,616.753,843.614,935.671,989.808,912.567,916.038,1007.421,962.325,811.71,823.207,782.733,632.446,516.542,540.074,530.947,534.724,532.713,515.436,474.268,436.532,427.242,432.448,438.465,438.877,428.451
"Taiwan, Province of China",158,30,304,325.806,350.086,388.921,463.973,475.875,605.628,826.891,940.226,964.655,894.754,914.767,1012.313,963.572,813.141,823.787,783.88,634.552,519.314,542.9,533.929,537.805,535.897,518.764,477.783,440.213,431.009,436.261,442.324,442.789
"Taiwan, Province of China",158,35,256,288.957,320.616,395.858,438.317,459.665,483.655,594.199,837.126,923.486,946.393,903.274,926.921,1009.124,960.612,810.992,822.141,783.028,635.021,520.697,544.351,535.603,539.619,537.868,520.942,480.24,442.919,433.842,439.168,445.3
"Taiwan, Province of China",158,40,193,240.899,282.68,364.121,441.054,432.502,415.021,473.005,597.533,816.707,903.174,949.689,906.979,918.213,999.777,952.119,805.165,816.994,778.913,632.684,519.633,543.369,534.934,539.146,537.62,520.988,480.696,443.731,434.843,440.275
"Taiwan, Province of China",158,45,148,185.963,233.568,300.915,397.806,430.938,416.378,401.903,467.596,576.92,795.405,896.033,936.077,892.787,904.775,985.552,940.108,796.54,809.128,772.26,628.304,516.909,540.747,532.714,537.185,535.954,519.721,479.978,443.491,434.85
"Taiwan, Province of China",158,50,104,143.633,177.394,237.408,313.289,380.936,451.872,399.474,393.428,448.17,551.189,781.299,872.808,912.167,871.99,885.148,965.994,923.193,783.559,796.911,761.453,620.288,510.944,534.886,527.351,532.143,531.286,515.558,476.51,440.619
"Taiwan, Province of China",158,55,78,99.252,133.613,177.533,237.662,290.453,398.192,426.372,378.796,372.944,413.944,530.741,758.242,844.377,884.71,847.566,862.665,943.618,903.813,768.777,782.974,749.217,611.498,504.682,528.756,521.843,527.048,526.67,511.586,473.398
"Taiwan, Province of China",158,60,52,69.248,88.428,123.924,171.755,212.167,296.257,365.789,388.337,351.655,334.956,392.559,508.784,723.525,808.336,849.374,817.105,834.69,915.54,879.22,749.919,765.158,733.57,600.269,496.701,520.96,514.875,520.646,520.912,506.661
"Taiwan, Province of China",158,65,30,39.649,57.851,74.066,103.017,142.989,202.864,261.091,320.69,347.854,308.052,308.622,363.953,473.563,676.296,759.314,802.515,776.387,796.693,876.844,844.79,722.896,739.418,710.651,583.187,483.936,508.454,503.486,510.018,511.132
"Taiwan, Province of China",158,70,17,23.097,30.369,45.926,49.128,76.175,127.672,164.506,214.065,268.76,291.8,272.086,273.345,324.567,425.711,612.556,693.904,739.577,720.631,743.612,822.223,795.626,683.717,701.827,676.828,557.441,464.22,489.073,485.643,493.189
